id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
N;Norte;2024-10-25;8558.17720833
NE;Nordeste;2024-10-25;14193.49075
S;Sul;2024-10-25;14624.510875
SE;Sudeste/Centro-Oeste;2024-10-25;48467.10504167
N;Norte;2024-10-26;8267.82625
NE;Nordeste;2024-10-26;13552.81658333
S;Sul;2024-10-26;12161.54725
SE;Sudeste/Centro-Oeste;2024-10-26;44737.45633333
N;Norte;2024-10-27;7808.59283333
NE;Nordeste;2024-10-27;12419.74554167
S;Sul;2024-10-27;10440.78283333
SE;Sudeste/Centro-Oeste;2024-10-27;38344.99595833
N;Norte;2024-10-28;8323.03908333
NE;Nordeste;2024-10-28;14046.03904167
S;Sul;2024-10-28;13951.87416667
SE;Sudeste/Centro-Oeste;2024-10-28;42963.25979167
N;Norte;2024-10-29;8663.671
NE;Nordeste;2024-10-29;14341.72266667
S;Sul;2024-10-29;15182.01795833
SE;Sudeste/Centro-Oeste;2024-10-29;44241.11066667
N;Norte;2024-10-30;8569.02975
NE;Nordeste;2024-10-30;14446.29529167
S;Sul;2024-10-30;15343.80770833
SE;Sudeste/Centro-Oeste;2024-10-30;44794.12591667
N;Norte;2024-10-31;8257.10504167
NE;Nordeste;2024-10-31;14312.94641667
S;Sul;2024-10-31;15450.9
SE;Sudeste/Centro-Oeste;2024-10-31;44661.49716667
N;Norte;2024-11-01;8317.47258333
NE;Nordeste;2024-11-01;14157.57266667
S;Sul;2024-11-01;15298.494625
SE;Sudeste/Centro-Oeste;2024-11-01;44664.694125
N;Norte;2024-11-02;8102.065625
NE;Nordeste;2024-11-02;13019.49854167
S;Sul;2024-11-02;12831.68279167
SE;Sudeste/Centro-Oeste;2024-11-02;40804.833625
N;Norte;2024-11-03;7998.829875
NE;Nordeste;2024-11-03;12638.49520833
S;Sul;2024-11-03;11425.91175
SE;Sudeste/Centro-Oeste;2024-11-03;38799.34445833
N;Norte;2024-11-04;8439.2535
NE;Nordeste;2024-11-04;14121.36483333
S;Sul;2024-11-04;14878.86779167
SE;Sudeste/Centro-Oeste;2024-11-04;45446.47729167
N;Norte;2024-11-05;8448.06995833
NE;Nordeste;2024-11-05;14548.35966667
S;Sul;2024-11-05;15729.1065
SE;Sudeste/Centro-Oeste;2024-11-05;45719.97504167
N;Norte;2024-11-06;8486.32695833
NE;Nordeste;2024-11-06;14537.041125
S;Sul;2024-11-06;15767.96595833
SE;Sudeste/Centro-Oeste;2024-11-06;46903.43970833
N;Norte;2024-11-07;8595.38708333
NE;Nordeste;2024-11-07;14350.53520833
S;Sul;2024-11-07;14998.67579167
SE;Sudeste/Centro-Oeste;2024-11-07;47481.154
N;Norte;2024-11-08;8249.03670833
NE;Nordeste;2024-11-08;14564.79008333
S;Sul;2024-11-08;14379.478375
SE;Sudeste/Centro-Oeste;2024-11-08;46286.86191667
N;Norte;2024-11-09;7809.96779167
NE;Nordeste;2024-11-09;12443.85383333
S;Sul;2024-11-09;10445.94675
SE;Sudeste/Centro-Oeste;2024-11-09;38802.48333333
N;Norte;2024-11-10;8136.20645833
NE;Nordeste;2024-11-10;13325.44454167
S;Sul;2024-11-10;11556.09175
SE;Sudeste/Centro-Oeste;2024-11-10;37831.19008333
N;Norte;2024-11-11;8382.94433333
NE;Nordeste;2024-11-11;13833.95679167
S;Sul;2024-11-11;15120.663875
SE;Sudeste/Centro-Oeste;2024-11-11;43940.30220833
N;Norte;2024-11-12;8435.88595833
NE;Nordeste;2024-11-12;14266.27733333
S;Sul;2024-11-12;14656.353125
SE;Sudeste/Centro-Oeste;2024-11-12;46504.15991667
N;Norte;2024-11-13;8514.65641667
NE;Nordeste;2024-11-13;14401.23816667
S;Sul;2024-11-13;13996.68704167
SE;Sudeste/Centro-Oeste;2024-11-13;44426.45679167
N;Norte;2024-11-14;8352.410625
NE;Nordeste;2024-11-14;14254.91970833
S;Sul;2024-11-14;14308.947125
SE;Sudeste/Centro-Oeste;2024-11-14;42744.958125
N;Norte;2024-11-15;7942.25175
NE;Nordeste;2024-11-15;13055.47
S;Sul;2024-11-15;13033.86575
SE;Sudeste/Centro-Oeste;2024-11-15;40262.47529167
N;Norte;2024-11-16;7914.457375
NE;Nordeste;2024-11-16;13168.69808333
S;Sul;2024-11-16;13121.493625
SE;Sudeste/Centro-Oeste;2024-11-16;39955.09879167
N;Norte;2024-11-17;7701.62079167
NE;Nordeste;2024-11-17;12441.98970833
S;Sul;2024-11-17;12677.43695833
SE;Sudeste/Centro-Oeste;2024-11-17;37599.92091667
N;Norte;2024-11-18;8581.27470833
NE;Nordeste;2024-11-18;14228.92791667
S;Sul;2024-11-18;16282.168
SE;Sudeste/Centro-Oeste;2024-11-18;44807.70966667
N;Norte;2024-11-19;8520.207625
NE;Nordeste;2024-11-19;14493.06741667
S;Sul;2024-11-19;16023.81270833
SE;Sudeste/Centro-Oeste;2024-11-19;46679.50158333
N;Norte;2024-11-20;8089.78716667
NE;Nordeste;2024-11-20;13756.9745
S;Sul;2024-11-20;14276.40591667
SE;Sudeste/Centro-Oeste;2024-11-20;44934.32695833
N;Norte;2024-11-21;8389.078375
NE;Nordeste;2024-11-21;14685.12379167
S;Sul;2024-11-21;15032.08395833
SE;Sudeste/Centro-Oeste;2024-11-21;47162.33441667
N;Norte;2024-11-22;8369.550125
NE;Nordeste;2024-11-22;14694.20979167
S;Sul;2024-11-22;14625.58025
SE;Sudeste/Centro-Oeste;2024-11-22;44866.59966667
N;Norte;2024-11-23;8148.45816667
NE;Nordeste;2024-11-23;13918.20441667
S;Sul;2024-11-23;12993.61320833
SE;Sudeste/Centro-Oeste;2024-11-23;40912.418125
N;Norte;2024-11-24;7917.952875
NE;Nordeste;2024-11-24;12689.10791667
S;Sul;2024-11-24;11650.24566667
SE;Sudeste/Centro-Oeste;2024-11-24;37351.62116667
N;Norte;2024-11-25;8412.33175
NE;Nordeste;2024-11-25;13954.75320833
S;Sul;2024-11-25;15335.25666667
SE;Sudeste/Centro-Oeste;2024-11-25;44157.58733333
N;Norte;2024-11-26;8368.88108333
NE;Nordeste;2024-11-26;13835.4105
S;Sul;2024-11-26;16871.955
SE;Sudeste/Centro-Oeste;2024-11-26;46780.66204167
N;Norte;2024-11-27;8453.757
NE;Nordeste;2024-11-27;13839.98583333
S;Sul;2024-11-27;17351.98404167
SE;Sudeste/Centro-Oeste;2024-11-27;49932.57533333
N;Norte;2024-11-28;8610.85954167
NE;Nordeste;2024-11-28;14004.50704167
S;Sul;2024-11-28;16193.07145833
SE;Sudeste/Centro-Oeste;2024-11-28;51918.701125
N;Norte;2024-11-29;8658.96958333
NE;Nordeste;2024-11-29;14187.45266667
S;Sul;2024-11-29;15273.7855
SE;Sudeste/Centro-Oeste;2024-11-29;50708.848625
N;Norte;2024-11-30;8486.27808333
NE;Nordeste;2024-11-30;13590.792
S;Sul;2024-11-30;13603.72866667
SE;Sudeste/Centro-Oeste;2024-11-30;46202.44641667
N;Norte;2024-12-01;8095.87945833
NE;Nordeste;2024-12-01;12909.57566667
S;Sul;2024-12-01;12465.38904167
SE;Sudeste/Centro-Oeste;2024-12-01;42118.8025
N;Norte;2024-12-02;8511.456375
NE;Nordeste;2024-12-02;14536.01958333
S;Sul;2024-12-02;15225.92375
SE;Sudeste/Centro-Oeste;2024-12-02;50132.40783333
N;Norte;2024-12-03;8410.90120833
NE;Nordeste;2024-12-03;14554.89166667
S;Sul;2024-12-03;14544.88216667
SE;Sudeste/Centro-Oeste;2024-12-03;48947.78408333
N;Norte;2024-12-04;8317.84341667
NE;Nordeste;2024-12-04;14303.770875
S;Sul;2024-12-04;14288.81729167
SE;Sudeste/Centro-Oeste;2024-12-04;46408.20291667
N;Norte;2024-12-05;8187.35504167
NE;Nordeste;2024-12-05;14137.21120833
S;Sul;2024-12-05;14971.85345833
SE;Sudeste/Centro-Oeste;2024-12-05;46594.47625
N;Norte;2024-12-06;7840.64404167
NE;Nordeste;2024-12-06;14097.23533333
S;Sul;2024-12-06;16058.123375
SE;Sudeste/Centro-Oeste;2024-12-06;49196.486875
N;Norte;2024-12-07;7405.27158333
NE;Nordeste;2024-12-07;13344.43733333
S;Sul;2024-12-07;12786.00320833
SE;Sudeste/Centro-Oeste;2024-12-07;47149.12245833
N;Norte;2024-12-08;7364.28866667
NE;Nordeste;2024-12-08;12672.93591667
S;Sul;2024-12-08;10187.220625
SE;Sudeste/Centro-Oeste;2024-12-08;44021.65979167
N;Norte;2024-12-09;8101.085
NE;Nordeste;2024-12-09;14125.33925
S;Sul;2024-12-09;13194.56475
SE;Sudeste/Centro-Oeste;2024-12-09;50286.69891667
N;Norte;2024-12-10;8086.20141667
NE;Nordeste;2024-12-10;14382.725
S;Sul;2024-12-10;13660.35766667
SE;Sudeste/Centro-Oeste;2024-12-10;50441.572875
N;Norte;2024-12-11;7947.88620833
NE;Nordeste;2024-12-11;14486.65808333
S;Sul;2024-12-11;14109.27695833
SE;Sudeste/Centro-Oeste;2024-12-11;47942.176
N;Norte;2024-12-12;8104.82533333
NE;Nordeste;2024-12-12;14417.88333333
S;Sul;2024-12-12;14649.37925
SE;Sudeste/Centro-Oeste;2024-12-12;47130.07754167
N;Norte;2024-12-13;8244.59795833
NE;Nordeste;2024-12-13;14488.827875
S;Sul;2024-12-13;14630.3855
SE;Sudeste/Centro-Oeste;2024-12-13;47432.01683333
N;Norte;2024-12-14;7850.206
NE;Nordeste;2024-12-14;13627.26258333
S;Sul;2024-12-14;12387.52191667
SE;Sudeste/Centro-Oeste;2024-12-14;44128.02016667
N;Norte;2024-12-15;7547.37816667
NE;Nordeste;2024-12-15;12794.10979167
S;Sul;2024-12-15;10913.587875
SE;Sudeste/Centro-Oeste;2024-12-15;40371.445625
N;Norte;2024-12-16;8072.37491667
NE;Nordeste;2024-12-16;14254.01904167
S;Sul;2024-12-16;13769.45683333
SE;Sudeste/Centro-Oeste;2024-12-16;47295.76641667
N;Norte;2024-12-17;8048.79525
NE;Nordeste;2024-12-17;14558.34725
S;Sul;2024-12-17;14092.37725
SE;Sudeste/Centro-Oeste;2024-12-17;47742.92295833
N;Norte;2024-12-18;7955.70904167
NE;Nordeste;2024-12-18;14458.669125
S;Sul;2024-12-18;14219.1
SE;Sudeste/Centro-Oeste;2024-12-18;47173.56145833
N;Norte;2024-12-19;8056.98658333
NE;Nordeste;2024-12-19;14336.63420833
S;Sul;2024-12-19;14182.25691667
SE;Sudeste/Centro-Oeste;2024-12-19;47819.12795833
N;Norte;2024-12-20;8098.83770833
NE;Nordeste;2024-12-20;14284.96775
S;Sul;2024-12-20;14504.60270833
SE;Sudeste/Centro-Oeste;2024-12-20;47370.40833333
N;Norte;2024-12-21;7868.12358333
NE;Nordeste;2024-12-21;13445.35266667
S;Sul;2024-12-21;13218.84579167
SE;Sudeste/Centro-Oeste;2024-12-21;43522.64529167
N;Norte;2024-12-22;7702.24529167
NE;Nordeste;2024-12-22;12874.03804167
S;Sul;2024-12-22;11689.15120833
SE;Sudeste/Centro-Oeste;2024-12-22;40189.27820833
N;Norte;2024-12-23;8052.57970833
NE;Nordeste;2024-12-23;13885.69541667
S;Sul;2024-12-23;12285.058125
SE;Sudeste/Centro-Oeste;2024-12-23;43000.47504167
N;Norte;2024-12-24;7748.28770833
NE;Nordeste;2024-12-24;13273.527375
S;Sul;2024-12-24;11929.74175
SE;Sudeste/Centro-Oeste;2024-12-24;39820.755
N;Norte;2024-12-25;7190.63979167
NE;Nordeste;2024-12-25;11969.418
S;Sul;2024-12-25;10676.84583333
SE;Sudeste/Centro-Oeste;2024-12-25;36579.67341667
N;Norte;2024-12-26;7702.05904167
NE;Nordeste;2024-12-26;13580.00545833
S;Sul;2024-12-26;11878.32583333
SE;Sudeste/Centro-Oeste;2024-12-26;42234.33475
N;Norte;2024-12-27;7844.21091667
NE;Nordeste;2024-12-27;13882.746375
S;Sul;2024-12-27;12800.93879167
SE;Sudeste/Centro-Oeste;2024-12-27;42696.90629167
N;Norte;2024-12-28;7767.35691667
NE;Nordeste;2024-12-28;13509.53379167
S;Sul;2024-12-28;12649.711875
SE;Sudeste/Centro-Oeste;2024-12-28;40889.580625
N;Norte;2024-12-29;7375.00025
NE;Nordeste;2024-12-29;12917.68854167
S;Sul;2024-12-29;11543.37479167
SE;Sudeste/Centro-Oeste;2024-12-29;38412.46816667
N;Norte;2024-12-30;7681.57508333
NE;Nordeste;2024-12-30;13661.238375
S;Sul;2024-12-30;12517.65245833
SE;Sudeste/Centro-Oeste;2024-12-30;40639.167375
N;Norte;2024-12-31;7579.5865
NE;Nordeste;2024-12-31;13092.66758333
S;Sul;2024-12-31;11997.24066667
SE;Sudeste/Centro-Oeste;2024-12-31;38959.76245833
